100 1000
50 42 422590479
17 35 531433453
59 53 708860267
21 3 63386020
52 60 264714111
70 69 424675126
36 66 571956275
73 84 131707609
13 47 913735415
31 41 504175811
86 84 869846131
21 87 737118663
74 43 404617045
30 17 958550495
9 45 533706742
2 95 130078401
80 67 202493474
62 92 734636655
4 99 577344082
69 55 931797194
83 58 539267104
42 63 202854190
51 74 417999925
73 61 87309528
99 41 515545824
97 99 19366827
5 84 904082909
53 47 577041349
74 73 782165277
76 51 492128962
96 64 967934891
85 29 731749901
72 41 414832593
42 34 800459724
77 49 166220668
64 83 269860954
76 73 480226466
67 65 116963667
96 54 679730864
34 60 699959300
85 98 155565887
76 44 507578280
28 41 685706205
12 40 519975888
40 93 931208842
8 34 156942918
42 31 856854480
94 86 71874902
24 35 302637547
66 71 983549212
94 74 346447737
58 7 145175663
34 88 658705774
73 78 566806303
66 90 58812753
58 67 859462123
82 88 661063942
4 21 840803714
83 60 388339105
90 89 890858721
33 90 831920290
71 81 21832195
5 11 718169
7 88 643794458
15 49 973379448
29 33 263823863
68 38 878334564
73 75 255343365
64 89 94904700
16 88 753842014
25 64 168304429
51 80 758341811
55 84 644926080
57 90 528371156
98 18 707330663
12 93 822025615
14 7 407133061
21 66 179356260
84 92 908478969
3 51 606804805
39 46 345589808
78 19 966991301
14 76 310558196
70 93 557307362
57 52 45332822
5 8 5366071
78 79 905878460
56 31 733427414
91 86 963088603
81 79 782899171
47 75 412970748
61 18 816290015
74 58 557159026
27 31 933723969
78 5 535017823
45 76 717299527
22 11 907183120
87 95 751340241
94 10 907160701
1 28 223905882
75 99 962889688
86 31 755452303
43 91 875086711
64 10 44282051
1 36 137549614
4 7 746384359
28 23 215915769
35 61 46051964
70 16 154858694
35 50 890068986
15 10 580672903
60 98 509851252
38 79 139023013
74 16 952122119
57 20 617049878
46 76 140676039
40 54 375829015
90 99 414130384
89 93 946958001
41 80 156978391
14 96 878836115
27 36 486485815
43 40 590410901
97 98 463214734
71 70 826242586
91 89 384225646
32 2 100004262
21 6 894632730
81 69 699197473
97 31 45118390
36 90 886061061
80 4 175244550
55 38 553847302
70 73 58940660
71 62 766827860
34 41 813056720
50 15 91377012
45 92 813216086
96 76 105933537
39 85 119743987
96 72 302369892
65 51 676451061
76 88 477487337
97 77 132309327
16 97 362550420
98 57 470604083
0 45 743594483
7 80 549338742
57 37 455662982
48 14 416310617
12 78 282942496
13 40 263384034
63 41 449159112
26 38 626922425
46 92 229060929
82 77 938101611
62 95 356602221
35 31 102649816
7 9 154904924
38 82 501214378
8 88 717677835
87 67 859839403
44 71 243025682
79 40 825652458
67 50 101325087
63 29 346462729
65 93 420360321
59 9 360428447
16 40 347297588
19 59 836403944
87 16 30600018
97 89 237607202
56 51 971477299
81 72 354053181
27 44 571762332
16 86 368997804
94 92 346147075
98 71 852155769
13 49 418765214
92 60 133891307
49 4 275525380
58 97 344845494
33 98 775615622
97 54 793860955
87 41 164349268
78 93 636867923
92 6 490752403
51 14 836865957
75 91 815254947
90 62 325936338
33 66 598439695
48 96 465480017
74 38 848456247
79 27 145146453
98 92 770618393
19 26 523816616
93 81 42457999
33 16 16113078
95 20 267588181
30 12 16934608
20 93 843593837
31 25 642208680
90 85 173383402
69 76 362793553
72 48 514949672
33 38 396578847
44 66 685015125
87 93 513130843
86 67 883001455
99 83 444363580
19 16 568351089
17 47 489192574
30 97 654826156
98 88 693368994
18 36 248177959
89 83 414556354
88 14 927708151
3 75 496323010
77 93 861365819
79 32 806737702
68 64 937083720
25 12 119045165
16 85 180766059
52 55 705078562
79 97 722390778
66 89 507401475
75 61 170141129
80 13 692373501
22 9 174752963
68 42 520803723
56 86 795522057
68 97 588887138
90 54 435147417
44 60 653909429
80 19 363752969
24 78 599063327
92 87 776319207
2 20 521280138
24 22 888825012
10 88 435581788
78 59 528036250
33 22 947738305
30 44 534508082
37 68 268381678
30 61 139408949
15 30 424045844
3 10 371095608
11 44 104209290
78 83 174978004
92 81 153188156
88 2 661126120
57 15 943820759
75 96 599506733
21 90 886240156
57 73 299799190
2 1 281901606
